timestamp,hour_of_day,day_of_week,temperature,humidity,brightness,gas_level,device_type,action_label
2026-05-13 13:29:05,13,2,33.9,61.7,78.6,483.8,fan,turn_on
2026-05-13 21:52:58,21,2,28.2,72.8,1.4,286.9,light,turn_on
2026-05-13 15:19:04,15,2,33.8,56.9,73.6,503.9,fan,turn_on
2026-05-13 03:08:41,3,2,27.2,72.9,2.9,248.9,fan,turn_off
2026-05-14 04:37:20,4,3,28.1,73.8,3.4,386.1,fan,turn_off
2026-05-14 06:56:10,6,3,27.1,73.6,6.8,355.0,light,turn_on
2026-05-13 22:37:08,22,2,28.8,72.3,1.0,305.7,light,turn_on
2026-05-13 19:05:22,19,2,30.2,64.5,23.7,434.3,light,turn_on
2026-05-14 00:54:14,0,3,27.8,76.2,2.6,265.8,fan,turn_off
2026-05-13 14:51:26,14,2,33.1,60.9,77.6,544.9,light,turn_off
2026-05-13 03:19:46,3,2,27.0,72.1,1.0,267.5,fan,turn_off
2026-05-14 00:14:49,0,3,27.1,78.7,2.4,299.2,light,turn_on
2026-05-13 12:46:01,12,2,33.6,59.8,77.4,545.5,fan,turn_on
2026-05-13 22:06:02,22,2,28.1,72.8,2.6,274.2,light,turn_on
2026-05-13 18:48:22,18,2,30.6,65.0,19.8,483.6,light,turn_on
2026-05-13 21:50:51,21,2,28.5,71.8,1.0,288.3,fan,turn_off
2026-05-13 21:01:46,21,2,31.3,65.1,2.9,363.7,light,turn_on
2026-05-14 03:19:59,3,3,27.9,76.3,1.5,284.9,light,turn_on
2026-05-14 06:47:29,6,3,27.2,72.2,2.6,363.6,fan,turn_off
2026-05-14 01:41:02,1,3,28.3,75.1,4.6,277.0,light,turn_on
2026-05-14 05:09:57,5,3,28.8,71.9,4.3,376.8,fan,turn_off
2026-05-13 16:31:47,16,2,35.0,60.6,78.2,506.4,light,turn_off
2026-05-13 10:11:17,10,2,33.2,64.7,87.2,507.2,light,turn_off
2026-05-13 06:36:11,6,2,27.8,72.2,3.6,391.0,light,turn_on
2026-05-13 23:24:56,23,2,28.7,76.6,4.8,261.1,fan,turn_on
2026-05-13 07:50:54,7,2,33.2,69.2,71.0,3685.0,light,turn_off
2026-05-13 18:02:52,18,2,31.5,63.6,38.1,421.5,fan,turn_off
2026-05-13 09:56:18,9,2,33.5,64.4,87.7,531.5,light,turn_off
2026-05-13 06:28:28,6,2,27.9,70.9,4.3,337.2,fan,turn_off
2026-05-13 06:42:44,6,2,27.9,73.2,4.9,395.8,light,turn_on
2026-05-14 06:45:41,6,3,27.2,72.3,5.3,346.2,fan,turn_off
2026-05-13 10:18:57,10,2,33.4,62.9,85.3,557.5,light,turn_off
2026-05-13 19:43:13,19,2,30.1,64.4,31.7,450.2,light,turn_on
2026-05-13 18:59:32,18,2,30.4,64.9,29.4,442.1,fan,turn_off
2026-05-13 21:54:36,21,2,28.2,72.6,2.9,303.2,fan,turn_on
2026-05-13 05:09:50,5,2,27.4,74.4,6.0,373.4,light,turn_on
2026-05-13 18:46:16,18,2,30.5,65.4,21.4,442.3,light,turn_on
2026-05-13 18:39:48,18,2,29.8,65.2,27.3,467.0,fan,turn_on
2026-05-14 00:01:12,0,3,27.5,77.8,2.6,260.8,light,turn_on
2026-05-14 04:48:42,4,3,27.8,72.8,5.0,373.2,light,turn_on
2026-05-14 01:24:37,1,3,27.6,75.1,3.9,288.1,fan,turn_on
2026-05-13 08:19:10,8,2,33.6,70.1,75.7,1019.8,light,turn_off
2026-05-13 20:28:17,20,2,31.1,63.9,19.6,448.5,light,turn_off
2026-05-13 01:55:14,1,2,28.8,77.6,5.0,281.0,fan,turn_off
2026-05-13 00:06:34,0,2,27.3,79.3,1.0,292.7,light,turn_on
2026-05-13 09:09:53,9,2,34.1,64.5,86.4,664.0,fan,turn_on
2026-05-14 02:38:09,2,3,28.9,75.6,3.0,318.1,fan,turn_on
2026-05-14 02:11:43,2,3,28.5,73.5,3.9,296.3,light,turn_on
2026-05-13 06:49:24,6,2,27.6,74.8,3.2,397.4,light,turn_on
2026-05-13 05:19:16,5,2,28.0,75.0,6.1,377.8,fan,turn_off
2026-05-14 05:27:34,5,3,27.8,70.8,3.8,364.4,light,turn_on
2026-05-13 14:59:26,14,2,33.1,58.8,81.6,535.6,light,turn_off
2026-05-13 17:18:18,17,2,31.8,62.6,30.4,434.2,fan,turn_on
2026-05-13 21:03:58,21,2,30.9,66.6,1.6,292.4,fan,turn_on
2026-05-13 04:50:43,4,2,27.5,75.4,3.4,365.8,fan,turn_off
2026-05-13 14:14:16,14,2,33.6,61.2,73.8,541.5,fan,turn_on
2026-05-14 05:33:57,5,3,28.4,71.5,4.0,373.0,fan,turn_on
2026-05-13 13:13:33,13,2,33.3,60.6,78.6,504.7,light,turn_off
2026-05-14 06:29:12,6,3,28.5,71.4,4.7,364.4,light,turn_on
2026-05-13 08:33:23,8,2,34.1,68.8,77.3,2862.2,fan,turn_on
2026-05-13 12:33:14,12,2,33.5,60.8,76.7,529.6,fan,turn_on
2026-05-13 04:34:45,4,2,27.2,75.8,5.0,369.6,fan,turn_off
2026-05-13 16:25:25,16,2,35.0,59.7,77.4,493.0,fan,turn_on
2026-05-07 08:17:50,8,3,33.7,59.4,83.0,424.0,light,turn_off
2026-05-13 16:34:17,16,2,35.2,60.6,78.2,519.4,fan,turn_on
2026-05-13 15:33:48,15,2,34.9,58.9,83.2,549.7,light,turn_off
2026-05-14 03:25:14,3,3,27.5,75.7,2.2,248.9,fan,turn_off
2026-05-14 07:29:50,7,3,32.1,67.6,73.0,3057.0,fan,turn_on
2026-05-14 07:42:43,7,3,33.0,66.1,75.1,3514.6,fan,turn_on
2026-05-12 03:30:40,3,1,33.2,57.9,66.0,465.0,fan,turn_on
2026-05-14 03:50:30,3,3,27.2,76.1,4.8,292.1,light,turn_on
2026-05-13 20:13:58,20,2,31.8,62.4,29.2,392.0,fan,turn_off
2026-05-13 07:35:06,7,2,32.7,69.1,75.2,2385.1,fan,turn_on
2026-05-13 11:32:18,11,2,32.9,62.5,91.3,550.9,fan,turn_on
2026-05-13 15:47:20,15,2,35.1,58.6,78.2,509.9,light,turn_off
2026-05-13 10:14:02,10,2,33.2,64.5,83.9,523.1,fan,turn_on
2026-05-14 04:55:38,4,3,28.0,71.2,1.0,372.4,fan,turn_off
2026-05-14 03:19:31,3,3,27.9,76.7,1.7,286.3,fan,turn_off
2026-05-14 07:34:02,7,3,32.3,68.7,76.3,1155.9,light,turn_off
2026-05-13 23:28:29,23,2,28.6,76.3,2.6,285.0,fan,turn_off
2026-05-13 15:18:13,15,2,33.6,56.5,77.6,515.2,fan,turn_on
2026-05-13 02:35:59,2,2,28.5,74.8,1.0,262.4,fan,turn_off
2026-05-13 22:44:28,22,2,28.4,73.2,5.0,315.8,fan,turn_off
2026-05-14 00:48:56,0,3,27.4,76.9,2.6,292.0,light,turn_on
2026-05-13 00:44:32,0,2,27.5,81.1,1.8,270.4,fan,turn_off
2026-05-13 10:20:33,10,2,33.4,62.5,85.6,593.4,fan,turn_on
2026-05-14 07:30:18,7,3,32.3,67.9,72.8,2529.8,light,turn_off
2026-05-13 00:19:33,0,2,27.4,80.8,2.5,270.6,fan,turn_off
2026-05-13 13:25:05,13,2,33.8,61.1,81.5,569.2,light,turn_off
2026-05-13 10:34:49,10,2,33.9,61.8,83.1,491.4,light,turn_off
2026-05-13 22:13:31,22,2,28.4,72.5,3.3,276.2,fan,turn_on
2026-05-14 09:06:00,9,3,33.6,64.7,84.3,560.5,light,turn_off
2026-05-13 11:57:11,11,2,33.6,64.5,81.5,547.1,light,turn_off
2026-05-13 09:45:59,9,2,33.5,63.7,87.3,547.1,fan,turn_on
2026-05-13 00:35:04,0,2,27.3,80.6,1.0,292.8,light,turn_on
2026-05-14 01:57:47,1,3,28.8,75.4,1.0,277.6,light,turn_on
2026-05-14 01:35:27,1,3,28.2,75.1,3.6,268.3,light,turn_on
2026-05-13 01:31:52,1,2,28.6,79.1,5.0,294.4,fan,turn_on
2026-05-13 08:18:27,8,2,33.8,69.8,74.2,1129.2,light,turn_off
2026-05-13 00:45:27,0,2,27.5,81.6,4.9,306.0,fan,turn_off
2026-05-13 04:47:14,4,2,27.4,75.9,4.7,360.7,light,turn_on
2026-05-13 22:51:10,22,2,28.2,74.5,3.4,289.5,light,turn_on
2026-05-13 11:11:10,11,2,33.7,61.2,86.7,601.0,fan,turn_on
2026-05-13 15:12:22,15,2,33.3,57.7,78.8,469.2,fan,turn_on
2026-05-14 08:10:02,8,3,33.5,70.1,80.4,580.0,light,turn_off
2026-05-13 04:41:19,4,2,27.1,75.6,3.1,409.0,light,turn_on
2026-05-13 09:09:06,9,2,34.0,65.1,86.1,675.8,light,turn_off
2026-05-13 15:01:35,15,2,33.3,58.9,78.9,493.4,fan,turn_on
2026-05-13 20:01:09,20,2,31.8,63.6,34.0,440.4,light,turn_on
2026-05-13 09:35:09,9,2,33.3,63.2,89.1,571.9,light,turn_off
2026-05-13 19:03:03,19,2,30.2,65.1,20.6,433.9,light,turn_on
2026-05-13 18:55:05,18,2,31.1,65.2,32.2,449.3,fan,turn_off
2026-05-14 05:46:56,5,3,27.7,73.2,3.4,383.1,fan,turn_off
2026-05-13 16:17:38,16,2,35.1,58.4,75.4,483.0,fan,turn_on
2026-05-13 12:38:11,12,2,34.0,60.7,79.9,549.0,light,turn_off
2026-05-13 10:11:17,10,2,33.2,64.7,87.2,507.2,fan,turn_on
2026-05-14 08:24:48,8,3,33.9,68.2,72.2,521.4,light,turn_off
2026-05-13 22:26:38,22,2,28.7,71.7,3.0,279.8,light,turn_on
2026-05-13 17:36:30,17,2,31.8,63.2,24.5,413.6,light,turn_off
2026-05-13 12:09:30,12,2,34.0,61.3,81.9,492.0,fan,turn_on
2026-05-14 04:15:43,4,3,27.8,72.8,3.0,371.9,fan,turn_on
2026-05-13 02:09:00,2,2,28.8,78.5,2.8,296.5,light,turn_on
2026-05-13 23:49:25,23,2,27.4,79.7,4.0,313.3,fan,turn_off
2026-05-13 15:53:21,15,2,35.2,59.6,81.5,487.0,light,turn_off
2026-05-13 00:57:13,0,2,27.7,83.1,2.5,322.5,fan,turn_off
2026-05-13 01:14:27,1,2,28.1,81.6,2.7,286.0,light,turn_on
2026-05-14 02:07:54,2,3,28.3,74.4,4.0,293.9,fan,turn_on
2026-05-13 02:41:52,2,2,28.0,75.3,3.8,289.9,light,turn_on
2026-05-14 01:45:03,1,3,28.4,74.3,3.5,265.9,light,turn_on
2026-05-13 02:45:28,2,2,27.4,75.1,4.0,250.5,fan,turn_off
2026-05-13 17:40:40,17,2,31.9,63.8,27.9,412.8,light,turn_off
2026-05-13 10:56:54,10,2,33.3,64.1,83.5,576.8,light,turn_off
2026-05-13 01:58:21,1,2,28.9,78.5,5.0,288.0,fan,turn_off
2026-05-14 06:38:06,6,3,28.0,73.0,6.3,349.7,light,turn_on
2026-05-13 20:33:59,20,2,31.3,63.8,28.2,430.4,light,turn_on
2026-05-14 04:51:49,4,3,27.7,72.4,3.8,363.5,fan,turn_off
2026-05-13 01:58:00,1,2,28.7,78.5,5.0,285.4,fan,turn_off
2026-05-14 02:39:27,2,3,28.7,75.1,4.3,309.4,light,turn_on
2026-05-13 13:46:47,13,2,33.1,62.2,80.1,465.1,light,turn_off
2026-05-13 21:18:13,21,2,29.0,72.8,3.7,305.3,fan,turn_off
2026-05-13 11:08:08,11,2,33.7,61.7,87.1,544.7,fan,turn_on
2026-05-13 23:33:13,23,2,28.9,76.7,4.7,300.4,fan,turn_off
2026-05-14 05:20:28,5,3,28.3,71.0,2.5,370.2,fan,turn_off
2026-05-13 11:49:09,11,2,33.3,63.9,84.1,514.9,fan,turn_on
2026-05-12 03:34:05,3,1,33.3,57.0,62.0,448.0,light,turn_on
2026-05-13 06:51:26,6,2,27.4,74.6,1.7,388.9,light,turn_on
2026-05-13 23:34:19,23,2,28.6,76.0,2.3,307.1,fan,turn_off
2026-05-13 09:14:42,9,2,34.3,63.8,88.1,581.5,light,turn_off
2026-05-13 19:43:39,19,2,29.9,64.8,30.9,443.4,fan,turn_on
2026-05-13 22:55:07,22,2,28.2,74.1,4.4,315.4,light,turn_on
2026-05-14 05:52:24,5,3,27.8,74.4,5.0,397.9,light,turn_on
2026-05-13 23:09:39,23,2,28.7,75.2,1.6,284.5,light,turn_on
2026-05-13 11:07:19,11,2,33.7,62.5,84.2,538.3,light,turn_off
2026-05-14 04:44:49,4,3,28.1,73.4,4.9,387.5,light,turn_on
2026-05-14 03:29:38,3,3,27.7,74.9,3.6,268.3,light,turn_on
2026-05-13 01:52:07,1,2,28.9,78.0,3.7,297.2,light,turn_on
2026-05-14 08:01:52,8,3,33.5,68.5,72.4,1117.7,light,turn_off
2026-05-13 07:43:19,7,2,32.9,68.5,75.0,676.2,light,turn_off
2026-05-13 11:49:09,11,2,33.3,63.9,84.1,514.9,light,turn_off
2026-05-13 17:10:15,17,2,32.3,64.0,25.6,459.3,light,turn_on
2026-05-13 12:22:25,12,2,34.0,62.7,75.0,434.0,fan,turn_on
2026-05-14 01:17:21,1,3,27.8,76.5,3.9,305.0,fan,turn_off
2026-05-13 20:36:06,20,2,31.2,63.8,27.5,467.3,fan,turn_on
2026-05-13 20:58:13,20,2,31.6,64.0,25.5,411.9,light,turn_off
2026-05-13 07:49:36,7,2,33.4,68.5,74.9,512.6,fan,turn_on
2026-05-13 06:14:04,6,2,27.8,71.6,4.4,353.3,fan,turn_off
2026-05-13 09:27:23,9,2,33.9,63.9,82.7,590.3,fan,turn_on
2026-05-13 21:57:33,21,2,27.9,72.3,2.4,272.0,light,turn_on
2026-05-13 17:09:50,17,2,32.6,64.4,25.1,429.0,fan,turn_on
2026-05-13 22:32:05,22,2,28.6,72.7,3.2,302.7,light,turn_on
2026-05-13 12:25:05,12,2,33.9,62.3,71.9,517.6,light,turn_off
2026-05-14 07:57:48,7,3,33.6,68.5,72.1,2778.6,fan,turn_on
2026-05-13 05:09:23,5,2,27.5,74.6,6.1,393.1,fan,turn_off
2026-05-13 21:44:08,21,2,27.9,72.3,3.8,274.6,fan,turn_off
2026-05-13 04:26:23,4,2,27.3,75.8,2.6,389.7,fan,turn_off
2026-05-13 21:37:10,21,2,28.3,72.3,2.1,292.6,fan,turn_on
2026-05-13 09:01:01,9,2,33.8,66.6,69.5,2956.2,fan,turn_off
2026-05-13 01:36:08,1,2,28.3,78.3,1.8,274.0,light,turn_on
2026-05-13 12:12:46,12,2,34.0,61.3,80.3,474.2,light,turn_off
2026-05-13 05:58:53,5,2,28.3,72.5,6.2,346.8,light,turn_off
2026-05-13 01:51:13,1,2,28.7,78.0,3.6,280.4,fan,turn_off
2026-05-13 00:17:48,0,2,27.1,80.1,1.2,294.7,light,turn_on
2026-05-13 19:08:47,19,2,30.0,64.7,26.0,468.1,light,turn_on
2026-05-14 06:46:26,6,3,27.3,71.9,3.5,368.2,light,turn_on
2026-05-14 03:05:08,3,3,28.5,75.0,3.0,307.2,light,turn_on
2026-05-13 09:01:01,9,2,33.8,66.6,69.5,2956.2,light,turn_off
2026-05-14 05:02:10,5,3,28.0,72.3,4.3,358.3,light,turn_on
2026-05-13 17:15:42,17,2,31.8,62.6,24.4,419.5,light,turn_on
2026-05-14 08:39:34,8,3,34.0,66.8,77.7,582.9,fan,turn_on
2026-05-14 06:23:59,6,3,28.6,70.4,3.3,355.9,light,turn_on
2026-05-14 03:55:59,3,3,27.7,75.1,1.4,255.5,light,turn_on
2026-05-13 23:44:16,23,2,27.4,79.0,3.9,281.0,light,turn_on
2026-05-12 03:35:05,3,1,33.3,57.20000000000001,64.0,437.0,light,turn_on
2026-05-13 19:57:17,19,2,31.1,63.2,33.4,440.0,light,turn_on
2026-05-14 03:14:31,3,3,28.0,76.3,3.1,295.6,light,turn_on
2026-05-14 00:56:21,0,3,27.6,77.4,2.3,265.5,fan,turn_off
2026-05-13 18:04:01,18,2,31.2,63.5,38.0,419.3,light,turn_on
2026-05-13 07:35:06,7,2,32.7,69.1,75.2,2385.1,light,turn_off
2026-05-14 01:01:54,1,3,27.4,76.5,3.6,326.1,light,turn_on
2026-05-13 03:18:54,3,2,27.1,72.0,1.0,263.6,fan,turn_off
2026-05-13 13:19:22,13,2,33.6,60.8,83.3,532.9,light,turn_off
2026-05-13 04:56:22,4,2,27.5,76.1,4.5,347.2,fan,turn_on
2026-05-14 00:13:52,0,3,27.4,78.0,5.0,313.3,light,turn_on
2026-05-13 02:27:06,2,2,28.8,76.2,4.7,262.2,fan,turn_off
2026-05-13 10:23:09,10,2,33.5,62.9,84.4,549.5,fan,turn_on
2026-05-14 07:33:07,7,3,32.2,68.4,71.7,1333.6,light,turn_off
2026-05-14 02:49:23,2,3,28.7,74.5,1.9,259.4,fan,turn_off
2026-05-14 05:45:46,5,3,27.9,72.7,5.1,372.1,fan,turn_off
2026-05-13 10:12:08,10,2,33.1,64.5,83.6,493.1,fan,turn_on
2026-05-13 10:19:24,10,2,33.2,62.8,83.5,585.6,light,turn_off
2026-05-14 05:29:25,5,3,27.9,71.4,6.4,360.4,fan,turn_on
2026-05-13 19:13:16,19,2,30.1,65.1,20.9,437.9,light,turn_on
2026-05-13 04:40:57,4,2,27.2,75.8,4.7,401.6,fan,turn_off
2026-05-13 09:31:55,9,2,33.6,63.8,89.4,577.3,fan,turn_on
2026-05-14 01:38:52,1,3,28.3,75.0,4.1,309.4,fan,turn_on
2026-05-14 06:59:05,6,3,27.0,74.5,4.6,373.2,light,turn_on
2026-05-13 09:11:38,9,2,34.1,64.6,84.1,599.0,fan,turn_on
2026-05-13 07:48:06,7,2,33.0,68.9,79.3,545.3,light,turn_off
2026-05-13 13:55:48,13,2,33.3,62.9,71.6,564.0,fan,turn_off
2026-05-13 05:41:02,5,2,28.0,74.5,6.6,371.6,light,turn_on
2026-05-13 21:13:44,21,2,29.0,72.8,4.4,319.7,fan,turn_on
2026-05-14 06:18:38,6,3,28.3,70.3,3.5,352.6,light,turn_on
2026-05-13 06:04:47,6,2,28.2,71.8,6.0,385.2,fan,turn_off
2026-05-13 01:58:21,1,2,28.9,78.5,5.0,288.0,light,turn_on
2026-05-13 05:20:14,5,2,28.0,74.4,6.9,371.8,fan,turn_on
2026-05-13 11:41:46,11,2,33.4,62.7,86.3,529.2,fan,turn_on
2026-05-14 02:29:30,2,3,28.5,75.2,1.0,252.1,fan,turn_off
2026-05-13 08:23:21,8,2,33.9,69.2,71.3,613.2,light,turn_off
2026-05-13 14:44:01,14,2,33.1,61.6,83.9,534.6,light,turn_off
2026-05-13 15:29:08,15,2,34.6,58.1,83.0,529.6,fan,turn_on
2026-05-14 08:43:34,8,3,34.1,67.6,76.3,561.4,fan,turn_on
2026-05-14 01:38:12,1,3,28.3,75.3,5.0,294.4,light,turn_on
2026-05-13 14:34:13,14,2,33.2,61.3,76.0,514.9,fan,turn_on
2026-05-14 09:05:09,9,3,33.5,64.8,83.3,562.6,light,turn_off
2026-05-14 06:55:28,6,3,26.9,73.5,5.0,323.8,fan,turn_off
2026-05-14 05:47:25,5,3,27.8,73.5,4.8,370.7,light,turn_on
2026-05-14 05:43:07,5,3,28.2,72.3,5.8,356.1,light,turn_on
2026-05-13 16:14:00,16,2,35.0,58.8,80.0,526.6,fan,turn_on
2026-05-13 13:54:38,13,2,33.4,63.0,77.4,529.2,light,turn_off
2026-05-14 07:36:34,7,3,32.6,67.4,74.8,2717.6,light,turn_off
2026-05-14 02:49:23,2,3,28.7,74.5,1.9,259.4,light,turn_on
2026-05-13 00:23:54,0,2,28.0,81.2,4.1,243.8,fan,turn_on
2026-05-13 14:50:35,14,2,33.0,60.8,76.2,513.0,fan,turn_on
2026-05-14 08:59:35,8,3,34.3,65.9,71.4,655.4,fan,turn_on
2026-05-13 05:54:39,5,2,27.8,72.6,3.5,357.3,light,turn_on
2026-05-14 00:17:02,0,3,27.0,78.5,3.1,292.9,light,turn_on
2026-05-14 06:19:22,6,3,28.3,70.0,3.5,359.5,fan,turn_off
2026-05-13 13:33:27,13,2,33.4,63.2,79.7,521.9,fan,turn_on
2026-05-13 17:13:03,17,2,31.9,63.6,27.3,439.8,light,turn_on
2026-05-13 09:44:29,9,2,33.2,63.6,87.8,534.4,light,turn_off
2026-05-13 01:03:05,1,2,27.4,83.3,2.7,311.5,light,turn_on
2026-05-13 09:21:25,9,2,33.5,64.0,86.9,561.7,fan,turn_on
2026-05-14 06:15:35,6,3,28.2,71.0,5.1,373.5,fan,turn_off
2026-05-13 11:54:13,11,2,33.2,64.6,86.1,496.1,fan,turn_on
2026-05-14 02:16:15,2,3,28.2,74.0,3.7,246.6,light,turn_on
2026-05-13 00:07:32,0,2,27.3,79.1,1.0,300.2,light,turn_on
2026-05-13 02:57:51,2,2,27.7,74.8,2.5,308.5,light,turn_on
2026-05-13 12:36:19,12,2,33.7,61.1,80.9,504.9,fan,turn_off
2026-05-13 01:50:28,1,2,28.9,78.1,4.8,272.1,fan,turn_on
2026-05-13 02:20:34,2,2,28.9,76.9,1.7,250.8,light,turn_on
2026-05-13 23:38:48,23,2,28.2,76.3,1.0,295.3,light,turn_on
2026-05-13 11:31:25,11,2,33.1,62.6,89.8,514.7,light,turn_off
2026-05-13 05:13:06,5,2,27.6,75.4,4.9,386.2,light,turn_on
2026-05-13 13:33:27,13,2,33.4,63.2,79.7,521.9,light,turn_off
2026-05-13 16:54:03,16,2,34.8,59.8,85.2,515.4,fan,turn_on
2026-05-14 00:36:23,0,3,26.9,78.3,3.1,277.6,fan,turn_off
2026-05-14 08:09:11,8,3,33.7,69.7,78.3,599.3,fan,turn_on
2026-05-14 01:18:16,1,3,27.8,76.7,2.5,305.4,fan,turn_off
2026-05-14 04:59:59,4,3,28.1,72.3,5.0,349.8,light,turn_on
2026-05-13 07:16:36,7,2,31.5,67.0,76.3,756.6,light,turn_off
2026-05-14 01:58:29,1,3,28.8,75.0,1.0,267.1,fan,turn_off
2026-05-13 11:35:10,11,2,33.0,62.0,87.4,558.6,light,turn_off
2026-05-13 02:31:09,2,2,28.9,74.9,1.6,243.6,light,turn_on
2026-05-13 11:19:57,11,2,33.1,62.0,87.7,525.0,light,turn_off
2026-05-13 08:50:03,8,2,34.3,68.8,77.9,817.1,fan,turn_on
2026-05-13 04:02:01,4,2,26.9,75.0,4.8,317.2,fan,turn_off
2026-05-13 18:08:18,18,2,30.7,62.3,30.6,457.2,fan,turn_on
2026-05-13 00:50:57,0,2,27.7,82.6,2.7,276.2,light,turn_on
2026-05-13 07:30:11,7,2,32.5,67.7,77.6,506.9,fan,turn_on
2026-05-13 18:55:05,18,2,31.1,65.2,32.2,449.3,light,turn_on
2026-05-14 08:46:10,8,3,33.9,67.4,71.4,541.0,fan,turn_on
2026-05-13 19:04:46,19,2,30.3,64.7,25.0,419.0,fan,turn_on
2026-05-14 06:32:39,6,3,28.2,72.9,7.1,313.1,fan,turn_on
2026-05-13 10:09:47,10,2,33.1,64.6,85.8,539.7,light,turn_off
2026-05-14 02:49:54,2,3,28.9,74.2,1.0,269.2,fan,turn_off
2026-05-13 11:54:53,11,2,33.2,64.5,83.6,511.4,fan,turn_on
2026-05-13 02:58:44,2,2,27.7,75.1,1.7,305.8,fan,turn_off
2026-05-13 10:12:08,10,2,33.1,64.5,83.6,493.1,light,turn_off
2026-05-14 07:34:02,7,3,32.3,68.7,76.3,1155.9,fan,turn_on
2026-05-13 05:27:15,5,2,28.3,73.9,7.1,369.6,fan,turn_on
2026-05-12 03:51:10,3,1,33.5,57.1,64.0,439.0,fan,turn_on
2026-05-13 05:37:13,5,2,28.2,75.0,2.0,387.8,light,turn_on
2026-05-13 11:58:03,11,2,33.6,64.3,80.9,583.6,fan,turn_on
2026-05-13 08:35:59,8,2,34.4,69.0,79.6,2278.5,light,turn_off
2026-05-13 23:40:27,23,2,28.0,77.4,5.0,298.6,fan,turn_off
2026-05-13 03:58:04,3,2,26.5,75.7,4.1,267.7,light,turn_on
2026-05-13 10:40:31,10,2,33.4,62.3,84.2,547.0,fan,turn_on
