en_id,timestamp,temperature,humidity,brightness,gas_level,room_id,is_synthetic
287,2026-05-13 02:00:05,28.8,78.4,1.7,289.2,,1
288,2026-05-13 02:01:00,29.0,78.7,1.2,272.0,,1
289,2026-05-13 02:01:35,29.1,78.7,1.3,269.1,,1
290,2026-05-13 02:02:27,28.9,79.1,2.6,266.8,,1
291,2026-05-13 02:02:59,29.1,79.1,1.0,274.7,,1
292,2026-05-13 02:03:51,28.9,79.1,1.0,273.6,,1
293,2026-05-13 02:04:45,29.0,78.9,2.5,295.9,,1
294,2026-05-13 02:05:34,28.9,78.5,3.1,286.3,,1
295,2026-05-13 02:05:56,29.0,78.1,4.6,276.3,,1
296,2026-05-13 02:06:43,28.9,77.8,3.5,282.2,,1
297,2026-05-13 02:07:26,28.7,78.4,4.4,305.0,,1
298,2026-05-13 02:08:02,28.9,78.4,4.4,307.3,,1
299,2026-05-13 02:09:00,28.8,78.5,2.8,296.5,,1
300,2026-05-13 02:09:39,28.9,78.1,1.4,304.1,,1
301,2026-05-13 02:10:16,28.8,78.0,1.0,299.0,,1
302,2026-05-13 02:10:49,28.9,78.1,1.9,281.6,,1
303,2026-05-13 02:11:18,28.7,78.1,1.9,275.6,,1
304,2026-05-13 02:12:12,28.6,78.6,1.9,269.2,,1
305,2026-05-13 02:12:33,28.5,79.1,3.2,261.9,,1
306,2026-05-13 02:13:01,28.5,78.8,2.0,286.2,,1
307,2026-05-13 02:13:36,28.6,78.5,1.7,284.3,,1
308,2026-05-13 02:14:20,28.7,78.3,2.8,266.6,,1
309,2026-05-13 02:14:50,28.8,78.1,4.5,260.5,,1
310,2026-05-13 02:15:43,28.9,77.5,2.9,255.2,,1
311,2026-05-13 02:16:11,28.8,77.3,3.5,282.1,,1
312,2026-05-13 02:16:59,29.0,76.8,2.7,279.8,,1
313,2026-05-13 02:17:44,28.8,77.2,1.4,275.7,,1
314,2026-05-13 02:18:12,28.8,76.9,2.1,291.0,,1
315,2026-05-13 02:19:04,29.0,76.6,2.4,274.6,,1
316,2026-05-13 02:20:04,28.8,76.7,2.4,269.8,,1
317,2026-05-13 02:20:34,28.9,76.9,1.7,250.8,,1
318,2026-05-13 02:21:11,28.8,77.4,2.3,259.4,,1
319,2026-05-13 02:22:06,28.8,77.4,3.5,258.4,,1
320,2026-05-13 02:22:54,28.6,77.5,4.9,268.6,,1
321,2026-05-13 02:23:33,28.6,78.1,4.2,257.5,,1
322,2026-05-13 02:24:04,28.7,77.7,4.7,269.1,,1
323,2026-05-13 02:24:26,28.8,77.1,4.5,269.0,,1
324,2026-05-13 02:24:51,29.0,76.8,3.9,280.6,,1
325,2026-05-13 02:25:32,28.9,76.9,5.0,292.2,,1
326,2026-05-13 02:26:15,28.7,76.5,5.0,279.4,,1
327,2026-05-13 02:26:46,28.7,76.6,4.8,266.0,,1
328,2026-05-13 02:27:06,28.8,76.2,4.7,262.2,,1
329,2026-05-13 02:27:42,29.0,75.6,3.7,276.9,,1
330,2026-05-13 02:28:30,29.1,75.2,3.9,274.5,,1
331,2026-05-13 02:29:25,28.9,75.5,2.8,268.9,,1
332,2026-05-13 02:30:09,28.9,75.1,1.1,252.2,,1
333,2026-05-13 02:31:09,28.9,74.9,1.6,243.6,,1
334,2026-05-13 02:31:49,28.9,74.7,3.2,260.7,,1
335,2026-05-13 02:32:19,28.7,75.1,1.3,257.9,,1
336,2026-05-13 02:32:53,28.8,74.5,2.9,248.3,,1
337,2026-05-13 02:33:25,28.7,74.7,4.5,259.8,,1
338,2026-05-13 02:34:22,28.6,74.7,2.7,280.3,,1
339,2026-05-13 02:35:05,28.5,74.5,1.8,258.6,,1
340,2026-05-13 02:35:59,28.5,74.8,1.0,262.4,,1
341,2026-05-13 02:36:44,28.6,74.7,2.0,273.9,,1
342,2026-05-13 02:37:41,28.5,74.5,2.4,269.9,,1
343,2026-05-13 02:38:05,28.4,75.1,3.2,264.3,,1
344,2026-05-13 02:38:42,28.3,75.2,5.0,273.2,,1
345,2026-05-13 02:39:25,28.5,75.2,3.9,286.7,,1
346,2026-05-13 02:39:51,28.3,75.3,1.8,280.5,,1
347,2026-05-13 02:40:25,28.2,75.0,3.6,294.8,,1
348,2026-05-13 02:41:24,28.1,75.4,2.9,296.3,,1
349,2026-05-13 02:41:52,28.0,75.3,3.8,289.9,,1
350,2026-05-13 02:42:47,27.8,74.9,1.8,285.5,,1
351,2026-05-13 02:43:43,27.7,74.6,1.0,288.7,,1
352,2026-05-13 02:44:09,27.5,74.8,2.5,271.6,,1
353,2026-05-13 02:45:05,27.6,74.6,3.3,273.3,,1
354,2026-05-13 02:45:28,27.4,75.1,4.0,250.5,,1
355,2026-05-13 02:46:20,27.6,75.1,4.2,267.1,,1
356,2026-05-13 02:46:55,27.5,75.0,4.4,278.0,,1
357,2026-05-13 02:47:20,27.4,74.8,5.0,285.7,,1
358,2026-05-13 02:48:16,27.4,74.7,3.2,281.7,,1
359,2026-05-13 02:49:15,27.5,74.7,3.7,290.4,,1
360,2026-05-13 02:49:50,27.4,74.3,4.6,306.5,,1
361,2026-05-13 02:50:19,27.3,74.9,4.5,298.2,,1
362,2026-05-13 02:51:14,27.3,75.2,2.8,319.8,,1
363,2026-05-13 02:52:06,27.4,74.9,3.4,298.4,,1
364,2026-05-13 02:52:57,27.3,75.1,2.3,305.4,,1
365,2026-05-13 02:53:19,27.3,75.3,1.7,304.5,,1
366,2026-05-13 02:54:10,27.5,74.8,1.1,280.0,,1
367,2026-05-13 02:54:37,27.7,75.0,1.0,294.6,,1
368,2026-05-13 02:55:16,27.7,75.2,2.8,295.2,,1
369,2026-05-13 02:56:16,27.9,75.4,2.2,294.8,,1
370,2026-05-13 02:56:49,27.8,75.2,4.0,297.4,,1
371,2026-05-13 02:57:13,27.7,75.1,2.4,315.0,,1
372,2026-05-13 02:57:51,27.7,74.8,2.5,308.5,,1
373,2026-05-13 02:58:44,27.7,75.1,1.7,305.8,,1
374,2026-05-13 02:59:32,27.6,75.0,2.9,318.7,,1
375,2026-05-13 03:00:15,27.5,74.6,3.9,308.7,,1
376,2026-05-13 03:01:11,27.6,74.2,5.0,294.7,,1
377,2026-05-13 03:01:32,27.6,74.2,2.9,287.7,,1
378,2026-05-13 03:01:55,27.5,74.3,4.7,284.3,,1
379,2026-05-13 03:02:29,27.3,74.1,3.8,277.6,,1
380,2026-05-13 03:03:27,27.3,73.6,4.3,276.5,,1
381,2026-05-13 03:04:07,27.2,73.4,3.3,284.5,,1
382,2026-05-13 03:04:53,27.2,73.3,4.4,263.9,,1
383,2026-05-13 03:05:20,27.0,73.3,5.0,265.3,,1
384,2026-05-13 03:05:45,27.1,72.9,5.0,280.9,,1
385,2026-05-13 03:06:29,27.1,72.4,2.8,273.0,,1
386,2026-05-13 03:07:00,27.0,72.6,4.7,262.2,,1
387,2026-05-13 03:07:51,26.9,72.9,2.6,259.7,,1
388,2026-05-13 03:08:17,27.0,73.2,4.9,265.5,,1
389,2026-05-13 03:08:41,27.2,72.9,2.9,248.9,,1
390,2026-05-13 03:09:19,27.0,72.6,4.2,250.1,,1
391,2026-05-13 03:10:08,27.0,72.4,5.0,262.1,,1
392,2026-05-13 03:10:45,26.9,72.5,5.0,253.1,,1
393,2026-05-13 03:11:38,26.9,72.5,5.0,242.9,,1
394,2026-05-13 03:12:19,26.9,72.9,4.9,232.9,,1
395,2026-05-13 03:13:06,27.1,72.3,5.0,253.4,,1
396,2026-05-13 03:13:43,27.1,72.1,5.0,253.4,,1
397,2026-05-13 03:14:42,27.1,71.5,4.9,287.5,,1
398,2026-05-13 03:15:23,27.3,72.1,5.0,306.2,,1
399,2026-05-13 03:16:05,27.2,72.4,4.0,295.5,,1
400,2026-05-13 03:17:05,27.2,72.5,2.2,268.8,,1
401,2026-05-13 03:18:02,27.4,72.2,2.6,289.2,,1
402,2026-05-13 03:18:30,27.3,72.0,1.1,272.8,,1
403,2026-05-13 03:18:54,27.1,72.0,1.0,263.6,,1
404,2026-05-13 03:19:46,27.0,72.1,1.0,267.5,,1
405,2026-05-13 03:20:40,26.9,71.8,1.9,279.3,,1
406,2026-05-13 03:21:01,26.9,72.2,1.3,283.6,,1
407,2026-05-13 03:21:26,26.9,71.7,3.1,274.3,,1
